"mat_code";"mat_name";"mat_address";"mat_gst_code";"bank_acc_no";"bank_name";"bank_address";"ifsc_code";"fin_yr";"last_gcn_no"
"MEE";"Matcon Engineering Enterprises";"B-03,BEL,Industrial Estate,Jalahalli";"29AAPFM1882M1ZG";"41482639882";"SBI";"NRI Hebbal Branch";"SBIN0016858";2023;85
