"mat_code";"gcn_no";"gcn_date";"grn_no";"grn_date";"po_no";"po_date";"receiver_id";"consignee_id";"po_sl_no";"part_id";"part_name";"qty_delivered";"uom";"unit_price";"taxable_amt";"cgst_price";"sgst_price";"igst_price";"rejected_item"
"MEE";"013/2023-24";"05-05-2023";"SC232400041";"22-04-2023";"PUR/JW/2021000011";"03-12-2020";"side";"side";20;"F5-67M";"COVER ROUGH MACHINED DISCHARGE SIZE A/B/C WELL SERVICE PUMP ASSEMBLED";132;"Nos";250.0;33000.0;2970.0;2970.0;0.0;0
"MEE";"014/2023-24";"05-05-2023";"2023-24/01781";"27-04-2023";"2022-23/01548";"03-12-2022";"hite";"alst";2;"4618";"BRACKET-NH00001763511";19;"Nos";1705.0;32395.0;0.0;0.0;5831.1;0
"MEE";"015/2023-24";"09-05-2023";"144/2023-24";"04-05-2023";"63/2020-2021 ";"18-06-2020";"amst";"amst";2;"AT0000055373,B";"END SHIELD-NON DRIVING SIDE PART";20;"Nos";18000.0;360000.0;0.0;0.0;64800.0;0
"MEE";"016/2023-24";"11-05-2023";"2023-24/01792";"27-04-2023 ";"2021-22/00075";"06-04-2022";"hite";"alst";2;"4348";"SUPPORT CASTING BRACKET TRANSFORMER";28;"Nos";3880.0;108640.0;0.0;0.0;19555.2;0
"MEE";"017/2023-24";"13-05-2023";"SC232400065";"05-05-2023";"PUR/JW/2021000011";"03-12-2020";"side";"side";20;"F5-67M";"COVER ROUGH MACHINED DISCHARGE SIZE A/B/C WELL SERVICE PUMP ASSEMBLED";183;"Nos";250.0;45750.0;4117.5;4117.5;0.0;0
"MEE";"018/2023-24";"17-05-2023";"";"";"SUB-PO1-23-24-0151";"09-05-2023";"icam";"icam";2;"AR00000175441";"REAR COVER";100;"Nos";1200.0;120000.0;10800.0;10800.0;0.0;0
"MEE";"019/2023-24";"23-05-2023";"2023-24/02607";"11-05-2023";"2022-23/01548";"03-12-2022";"hite";"alst";2;"4618";"BRACKET-NH00001763511";6;"Nos";1705.0;10230.0;0.0;0.0;1841.4;0
"MEE";"020/2023-24";"24-05-2023";"2023-24/02608";"11-05-2023";"2022-23/00073";"06-04-2022";"hite";"alst";1;"4316";"AIR ADAPTOR-NH00001570684";116;"Nos";1415.0;164140.0;0.0;0.0;29545.2;0
"MEE";"021/2023-24";"25-05-2023";"2023-24/03069";"17-05-2023";"2023-24/00022";"04-04-2023";"hite";"alst";1;"4617";"BRACKET-NH00002647283";52;"Nos";1420.0;73840.0;0.0;0.0;13291.2;0
"MEE";"022/2023-24";"27-05-2023";"SC232400091";"23-05-2023";"PUR/JW/2021000011";"03-12-2020";"side";"side";19;"F5-61";"COVER RETAINER SUCTION SIZE A/B/C WELL SERVICE PUMP SERIES 200 COMMON FORGING";48;"Nos";697.0;33456.0;3011.04;3011.04;0.0;0
"MEE";"023/2023-24";"27-05-2023";"2939";"17-05-2023";"041/2023-2024";"03-05-2023";"samu";"samu";1;"SI-7355";"RELESE LEVER";130;"Nos";1224.0;159120.0;0.0;0.0;28641.6;0
"MEE";"024/2023-24";"31-05-2023";"PSBDC2324-344";"27-05-2023";"SUB-PO1-23-24-0151";"09-05-2023";"icam";"icam";1;"AR00000175441";"REAR COVER";96;"Nos";1200.0;115200.0;10368.0;10368.0;0.0;0
